tagId,tag_userId,movieId,tag,tag_timestamp
6292,1741,2550,subgenre:haunted house,2010-07-13 14:08:01
6293,1741,2551,adapted from:book,2007-05-14 20:04:06
6294,1741,2551,alter ego,2007-05-14 20:02:12
6295,1741,2551,physician as protagonist,2007-05-14 20:02:12
6296,1741,2551,setting:Montreal,2007-05-14 20:04:06
6297,1741,2551,twins/inter-related lives,2007-08-16 21:55:28
6298,1741,2559,See also:The King and I (1956),2010-05-21 02:25:11
6299,1741,2565,adapted from B'way,2007-04-21 20:30:02
6300,1741,2565,See also:The King and I (1956),2010-05-21 02:24:14
6301,1741,2567,see also:The Truman Show,2007-04-29 01:05:43
6302,1741,2571,BFI modern classic,2007-04-21 17:45:50
6303,1741,2571,dystopia,2007-07-08 22:10:12
6304,1741,2571,office worker discovers secret identity,2008-07-09 16:09:32
6305,1741,2571,psychic character,2007-07-20 16:54:13
6306,1741,2571,related:The Matrix (1999),2007-09-23 13:59:36
6307,1741,2571,setting:in computer,2010-12-29 03:24:58
6308,1741,2572,adapted from:play,2007-08-11 17:35:57
6309,1741,2572,playwright:Shakespeare,2008-11-16 19:53:08
6310,1741,2579,neo-noir,2013-05-07 18:53:49
6311,1741,2581,high school,2007-08-16 23:12:57
6312,1741,2611,adapted from:play,2011-12-21 04:06:54
6313,1741,2611,Bechdel Test:Fail,2011-12-21 04:07:03
6314,1741,2611,family,2011-12-21 04:07:44
6315,1741,2611,father-daughter relationship,2011-12-21 04:07:36
6316,1741,2611,father-son relationship,2011-12-21 04:07:27
6317,1741,2612,adapted from:book,2010-07-15 03:33:55
6318,1741,2612,Bechdel Test:Pass (barely),2010-07-15 03:34:14
6319,1741,2612,compare:Mommy Dearest,2010-07-15 03:33:55
6320,1741,2612,melodrama,2010-07-15 03:33:55
6321,1741,2612,mother-daughter relationship,2010-07-15 03:33:55
6322,1741,2612,murder,2010-07-15 03:33:55
6323,1741,2612,parent-children,2010-07-15 03:33:55
6324,1741,2622,adapted from:play,2007-08-16 22:52:48
6325,1741,2622,playwright:Shakespeare,2008-11-16 19:52:55
6326,1741,2640,adapted from:comic,2007-05-14 21:01:56
6327,1741,2640,alter ego,2007-05-14 21:01:56
6328,1741,2641,adapted from:comic,2007-05-14 21:02:09
6329,1741,2641,alter ego,2007-05-14 21:02:09
6330,1741,2642,adapted from:comic,2007-05-14 21:02:22
6331,1741,2642,alter ego,2007-05-14 21:02:22
6332,1741,2642,computer hacker,2007-07-27 23:04:55
6333,1741,2643,adapted from:comic,2007-05-14 21:02:35
6334,1741,2643,alter ego,2007-05-14 21:02:35
6335,1741,2644,vampire,2007-06-10 13:35:53
6336,1741,2648,adapted from:book,2007-04-29 01:19:47
6337,1741,2648,current,2009-10-22 21:10:09
6338,1741,2654,werewolf,2007-08-13 02:12:15
6339,1741,2657,adapted from:play,2007-04-28 22:13:45
6340,1741,2657,adultery,2007-06-18 00:50:31
6341,1741,2657,audience participation,2007-06-18 00:05:34
6342,1741,2657,awesome soundtrack,2007-06-18 00:07:55
6343,1741,2657,camp,2007-06-18 00:07:55
6344,1741,2657,cult film,2007-06-18 00:50:48
6345,1741,2657,dwelling as character,2010-07-13 13:46:52
6346,1741,2657,infidelity,2007-04-15 02:19:26
6347,1741,2657,insanity,2010-07-25 08:21:50
6348,1741,2657,murder,2007-06-18 00:05:34
6349,1741,2657,newlyweds,2010-07-25 08:21:50
6350,1741,2657,sexuality,2007-06-18 00:12:47
6351,1741,2657,significant character in a wheelchair,2010-08-04 02:07:33
6352,1741,2657,transvestism,2007-06-18 00:05:34
6353,1741,2662,adapted from:book,2007-07-08 15:21:38
6354,1741,2662,author:H. G. Wells,2007-07-08 15:21:38
6355,1741,2668,?adapted from:comic,2007-09-23 14:06:38
6356,1741,2668,?author:Len Wein,2007-09-23 14:06:38
6357,1741,2670,setting:wartime,2011-12-03 19:58:54
6358,1741,2672,disambiguation:The 4th/Thirteenth Floor (1999),2009-02-09 00:46:29
6359,1741,2672,virtual reality,2007-07-02 00:24:38
6360,1741,2678,drama/comedy,2009-07-17 15:22:30
6361,1741,2683,cameo:Burt Bacharach,2010-09-27 11:37:44
6362,1741,2683,cameo:Elvis Costello,2010-09-27 11:37:44
6363,1741,2683,cameo:Jerry Springer,2010-09-27 11:37:44
6364,1741,2683,parody,2007-05-11 14:03:34
6365,1741,2683,related:007 (series),2008-03-27 17:40:56
6366,1741,2683,time travel,2007-05-11 14:03:24
6367,1741,2687,adapted from:book,2007-07-02 23:00:59
6368,1741,2687,Disney animated feature,2007-07-08 22:34:34
6369,1741,2688,rape,2009-05-01 01:20:57
6370,1741,2690,adapted from B'way,2007-04-21 20:17:13
6371,1741,2690,adapted from:play,2010-06-15 18:10:19
6372,1741,2690,playwright:Oscar Wilde,2010-06-15 18:10:34
6373,1741,2692,adultery,2007-04-29 05:41:29
6374,1741,2692,Compare:Run Lola Run (1998),2011-09-26 23:01:38
6375,1741,2692,hypertextual,2009-05-01 00:50:59
6376,1741,2692,time,2007-04-29 05:41:29
6377,1741,2693,Star Trek,2009-05-01 01:01:00
6378,1741,2696,RemadeAs:Dinner for Shmucks (2010),2010-08-09 16:05:14
6379,1741,2696,RemakeOf:The Dinner Game (1989),2010-08-09 16:05:42
6380,1741,2700,Based on a TV show,2007-08-11 15:45:17
6381,1741,2700,character based on real person:Saddam Hussein,2009-02-10 23:54:14
6382,1741,2700, ,2008-09-09 19:42:02
6383,1741,2701,Based on a TV show?,2009-06-13 16:47:52
6384,1741,2701,Bechdel Test:Fail,2009-06-13 16:47:51
6385,1741,2701,subgenre:cop buddies,2007-05-11 00:36:42
6386,1741,2701,subgenre:steampunk,2010-04-01 12:07:25
6387,1741,2702,murder,2007-05-11 10:42:20
6388,1741,2702,serial killer,2007-05-11 10:42:15
6389,1741,2709,muppets,2007-07-08 21:13:36
6390,1741,2716,Bechdel Test:Fail,2010-07-06 15:28:55
6391,1741,2716,ghosts,2007-07-02 00:21:13
6392,1741,2717,Bechdel Test:Fail,2010-07-06 15:29:40
6393,1741,2717,ghosts,2007-07-02 00:21:03
6394,1741,2719,dwelling as character,2010-07-13 14:02:35
6395,1741,2719,subgenre:haunted house,2010-07-13 14:02:35
6396,1741,2720,animation remade as live action,2007-07-02 23:10:09
6397,1741,2720,Based on a TV show,2007-07-02 23:10:09
6398,1741,2728,subgenre:sword and sandal,2008-10-20 21:06:43
6399,1741,2729,adapted from:book,2008-10-20 21:05:54
6400,1741,2729,author:Nabokov,2008-10-20 21:06:01
6401,1741,2729,BFI classic,2007-04-21 17:07:16
6402,1741,2736,adapted from B'way,2007-04-21 20:19:40
6403,1741,2739,rape,2009-05-01 01:07:07
6404,1741,2746,dark comedy,2007-08-18 02:33:07
6405,1741,2761,adapted from:book,2009-06-14 18:06:50
6406,1741,2761,author:Ted Hughes,2009-06-14 18:07:15
6407,1741,2761,robot,2007-06-10 13:38:32
6408,1741,2762,ghosts/afterlife,2007-07-02 00:28:23
6409,1741,2762,psychiatrist as protagonist,2009-05-01 00:57:26
6410,1741,2762,psychic character,2007-07-20 16:55:41
6411,1741,2770,parody,2007-04-28 23:22:47
6412,1741,2770,related:007 (series),2008-03-27 17:43:56
6413,1741,2774,queer,2007-04-29 00:16:45
6414,1741,2779,adultery,2007-04-15 02:43:48
6415,1741,2779,angelic intervention,2007-07-21 03:56:47
6416,1741,2779,fate vs. free will,2008-07-09 00:43:18
6417,1741,2779,ghosts/afterlife,2007-07-02 00:26:23
6418,1741,2779,remakeOf:Here Comes Mr. Jordan,2007-04-29 04:04:19
6419,1741,2780,author:Edgar Allan Poe,2007-06-15 14:42:22
6420,1741,2782,adapted from:book,2007-06-15 14:41:24
6421,1741,2782,author:Edgar Allan Poe,2007-06-15 14:41:24
6422,1741,2785,Edgar Allan Poe,2007-06-10 13:54:01
6423,1741,2787,?author:Stephen King,2009-05-01 00:18:42
6424,1741,2788,Based on a TV show,2007-04-30 01:57:29
6425,1741,2788,Bechdel Test:Fail,2008-07-17 14:08:30
6426,1741,2788,Monty Python,2007-04-28 23:14:05
6427,1741,2788,sketch comedy,2008-07-17 14:08:30
6428,1741,2791,aviation,2007-08-31 18:19:43
6429,1741,2791,Parody,2007-08-31 18:19:31
6430,1741,2793,killer-as-protagonist,2008-07-01 16:11:25
6431,1741,2793,werewolf,2007-08-11 17:57:28
6432,1741,2794,National Lampoon,2007-07-08 21:41:20
6433,1741,2795,National Lampoon,2007-07-08 21:27:24
6434,1741,2797,\\underaged sex\\=child porn,2007-06-14 13:07:59
6435,1741,2797,related:Big,2008-12-30 14:50:08
6436,1741,2803,adapted from:book,2007-09-23 12:18:37
6437,1741,2803,author:John Grisham,2007-09-23 12:18:37
6438,1741,2804,Xmas theme,2007-06-17 23:51:23
6439,1741,2819,conspiracy theory,2013-05-07 18:55:06
6440,1741,2820,adapted from:play,2007-04-29 01:36:27
6441,1741,2820,adultery,2007-04-29 01:36:27
6442,1741,2820,murder,2007-04-29 01:36:27
6443,1741,2820,playwright:Shakespeare,2008-11-16 19:50:39
6444,1741,2828,animation remade as live action,2007-07-02 23:12:50
6445,1741,2828,Based on a TV show,2007-07-03 01:09:03
6446,1741,2847,related:Rio Bravo,2007-04-21 15:42:54
6447,1741,2847,related:To Have and Have Not,2007-04-21 15:43:14
6448,1741,2848,adapted from:play,2007-07-08 15:18:16
6449,1741,2848,playwright:Shakespeare,2008-11-16 19:52:32
6450,1741,2852,military,2007-05-05 14:09:58
6451,1741,2852,murder,2007-05-05 14:09:58
6452,1741,2857,music:rock and roll (1960s),2008-07-01 16:17:55
6453,1741,2857,music:Rock and Roll (The Beatles),2009-05-01 01:04:40
6454,1741,2857,musical band:The Beatles,2009-05-01 01:04:44
6455,1741,2857,The Beatles,2009-05-01 01:04:47
6456,1741,2858,\\underaged sex\\=child porn,2007-06-14 13:07:19
6457,1741,2858,adultery,2007-06-14 13:04:01
6458,1741,2859,musical band:Talking Heads,2008-01-27 03:49:50
6459,1741,2861,sport:baseball?,2007-08-12 14:36:10
6460,1741,2863,music:Rock and Roll (1960s),2008-07-01 16:22:40
6461,1741,2863,music:Rock and Roll (The Beatles),2009-05-01 00:34:07
6462,1741,2863,musical band:The Beatles,2009-05-01 00:34:13
6463,1741,2874,adapted from:B'way,2010-08-06 12:52:33
6464,1741,2877,Rock Opera,2007-06-18 00:11:36
6465,1741,2882,adapted from:book,2007-07-03 01:36:33
6466,1741,2882,author:Jurek Becke,2007-07-03 01:36:33
6467,1741,2882,remadeAs:Jacob The Liar(1999),2007-07-03 01:36:33
6468,1741,2882,The Shoah,2007-07-03 01:34:33
6469,1741,2886,Based on a TV show?,2007-07-08 21:14:03
6470,1741,2886,muppets,2007-07-08 21:13:42
6471,1741,2899,adapted from:book,2007-04-29 01:35:17
6472,1741,2899,author:J. Swift,2007-08-16 21:33:44
6473,1741,2902,murder,2007-05-11 10:50:58
6474,1741,2903,murder,2007-05-11 10:51:13
6475,1741,2904,adapted from:book,2013-11-04 00:49:46
6476,1741,2904,adapted from:play,2013-11-04 00:49:46
6477,1741,2904,author:Miss W. Somerset Maugham,2013-11-04 00:49:46
6478,1741,2904,death/fatality,2013-11-04 02:47:44
6479,1741,2904,protagonist is a priest,2013-11-04 01:05:27
6480,1741,2904,protagonist is a prostitute,2013-11-04 01:05:27
6481,1741,2904,rape,2013-11-04 02:47:44
6482,1741,2904,SeeAlso:Miss Sadie Thompson (1953),2013-11-04 00:50:07
6483,1741,2904,setting:South Seas,2013-11-04 01:05:27
6484,1741,2908,homophobia,2009-05-01 01:09:33
6485,1741,2908,rape,2009-05-01 01:09:21
6486,1741,2908,sad,2009-05-01 01:09:25
6487,1741,2908,transphobia,2009-05-01 01:09:28
6488,1741,2915,male teenager(s) & female prostitute(s),2009-07-28 13:00:40
6489,1741,2915,sickening,2009-05-01 00:50:34
6490,1741,2916,agent/assassin with false memories/amnesia,2013-01-13 01:08:10
6491,1741,2916,author:Philip K. Dick,2007-06-15 14:54:35
6492,1741,2916,brutal violence,2008-07-09 00:47:31
6493,1741,2916,dystopia,2007-10-19 02:59:23
6494,1741,2916,espionage,2007-06-15 14:54:36
6495,1741,2916,innocent person on the run,2013-01-08 03:27:10
6496,1741,2916,killer-as-protagonist,2008-07-01 15:44:51
6497,1741,2916,living a fictional life,2013-01-13 01:11:02
6498,1741,2916,memory makes us who we are,2013-01-13 01:08:39
6499,1741,2916,murder,2007-06-15 14:54:36
6500,1741,2916,pretend wife,2013-01-08 03:26:58
6501,1741,2916,setting:planet Mars,2008-04-12 21:08:55
6502,1741,2916,spy on the run,2012-04-18 18:33:03
6503,1741,2918,mostly about a single day,2010-03-20 02:41:43
6504,1741,2918,one day,2010-03-20 02:31:57
6505,1741,2921,genre:western noir,2008-07-16 01:36:06
6506,1741,2926,remadeAs:Hairspray(2007),2007-05-05 00:22:11
6507,1741,2926,remakeOf:Hairspray(1988),2007-05-05 00:21:43
6508,1741,2926,setting:Baltimore,2007-09-02 01:23:13
6509,1741,2928,adapted from:book,2009-05-21 00:16:11
6510,1741,2928,author:W. Somerset Maugham,2009-05-21 00:16:23
6511,1741,2940,adultery,2010-03-11 00:43:31
6512,1741,2940,Bechdel Test:Fail,2010-03-11 00:43:26
6513,1741,2940,murder,2010-03-11 00:43:34
6514,1741,2940,Related:Notorious (1946),2010-03-11 00:42:44
6515,1741,2940,setting:Argentina,2010-03-11 00:42:44
6516,1741,2940,setting:nightclub/casino,2010-03-11 00:42:44
6517,1741,2940,sexuality,2010-03-11 00:43:16
6518,1741,2941,adapted from B'way,2007-04-21 20:10:41
6519,1741,2946,music:Rock and Roll (1960s),2008-07-01 16:24:26
6520,1741,2946,music:Rock and Roll (The Beatles),2009-05-01 00:35:00
6521,1741,2946,musical band:The Beatles,2009-05-01 00:34:54
6522,1741,2946,The Beatles,2009-05-01 00:34:50
6523,1741,2947,007 (series),2009-05-01 00:31:38
6524,1741,2947,assassin,2008-11-17 18:04:08
6525,1741,2947,killer as protagonist,2008-11-17 18:04:08
6526,1741,2947,murder,2007-04-21 19:47:25
6527,1741,2947,rape,2009-05-01 01:18:44
6528,1741,2947,setting:golf course (scene),2008-01-13 21:57:00
6529,1741,2947,slick,2009-05-01 01:18:49
6530,1741,2948,007 (series),2009-05-01 00:30:33
6531,1741,2948,assassin,2008-11-17 18:00:02
6532,1741,2948,espionage,2007-04-21 19:46:38
6533,1741,2948,killer as protagonist,2008-11-17 18:00:02
6534,1741,2948,murder,2007-04-21 19:46:38
6535,1741,2949,007 (series),2009-05-01 00:27:14
6536,1741,2949,assassin,2008-11-17 18:06:59
6537,1741,2949,killer as protagonist,2008-11-17 18:06:59
6538,1741,2949,murder,2007-04-21 19:45:46
6539,1741,2953,Xmas theme(?),2007-06-18 00:01:29
6540,1741,2959,The first rule of MovieLens is we don't talk about Fight Club,2010-10-02 12:33:36
6541,1741,2959,violence,2009-06-03 12:51:40
6542,1741,2968,band of little people,2012-11-04 00:57:24
6543,1741,2968,Bechdel Test:Fail,2008-07-17 14:02:07
6544,1741,2968,time travel,2007-05-11 14:09:28
6545,1741,2971,autobiographical view,2007-04-29 00:01:22
6546,1741,2971,biographical,2007-04-29 03:57:09
6547,1741,2971,death personified,2010-07-17 19:40:59
6548,1741,2971,SeeAlso:All That Jazz (1979),2010-01-03 04:19:28
6549,1741,2983,espionage?,2007-08-05 14:58:16
6550,1741,2985,android(s)/cyborg(s),2007-09-23 14:12:35
6551,1741,2985,crime-fighting/police robot,2011-02-20 01:02:57
6552,1741,2986,android(s)/cyborg(s),2007-09-23 14:12:27
6553,1741,2986,crime-fighting/police robot,2011-02-20 01:02:56
6554,1741,2987,animation & live action interact,2007-07-02 23:44:13
6555,1741,2987,private detective,2007-07-16 11:55:43
6556,1741,2989,007 (series),2009-05-01 00:29:59
6557,1741,2989,assassin,2008-11-17 18:03:42
6558,1741,2989,killer as protagonist,2008-11-17 18:03:42
6559,1741,2989,murder,2007-04-21 19:46:07
6560,1741,2990,007 (series),2009-05-01 00:40:20
6561,1741,2990,assassin,2008-11-17 18:04:18
6562,1741,2990,killer as protagonist,2008-11-17 18:04:18
6563,1741,2990,murder,2007-04-21 19:47:55
6564,1741,2991,007 (series),2009-05-01 00:41:04
6565,1741,2991,assassin,2008-11-17 18:02:59
6566,1741,2991,infidelity,2008-04-06 18:03:03
6567,1741,2991,killer as protagonist,2008-11-17 18:02:59
6568,1741,2991,murder,2007-04-21 19:44:07
6569,1741,2993,007 (series),2009-05-01 00:59:16
6570,1741,2993,assassin,2008-11-17 18:02:49
6571,1741,2993,killer as protagonist,2008-11-17 18:02:49
6572,1741,2993,murder,2007-04-21 19:50:42
6573,1741,2993,remadeAs:Never Say Never (1983),2007-06-23 22:41:50
6574,1741,2993,remakeOf:Thunderball (1965),2007-06-23 22:41:50
6575,1741,2995,dwelling as character,2010-07-13 13:57:20
6576,1741,2995,subgenre:haunted house,2010-07-13 13:57:20
6577,1741,2997,queer,2007-04-28 23:42:06
6578,1741,3011,competition:dance marathon,2007-08-17 21:40:21
6579,1741,3028,adapted from:play,2007-07-08 15:44:36
6580,1741,3028,playwright:Shakespeare,2008-11-16 19:52:45
6581,1741,3031,The Exorcist,2010-04-01 09:50:16
6582,1741,3033,parody,2007-08-31 13:24:05
6583,1741,3033,related:Star Wars,2007-12-19 00:53:57
6584,1741,3034,Disney animated feature,2007-07-08 22:12:54
6585,1741,3036,adapted from:book,2011-09-07 02:46:10
6586,1741,3039,alter ego,2007-05-14 21:11:48
6587,1741,3039,Bechdel Test:Fail,2008-07-17 14:08:43
6588,1741,3039,racism,2007-08-12 13:58:43
6589,1741,3039,SNL alums,2008-05-26 13:18:28
6590,1741,3039,trading places,2007-08-31 20:08:15
6591,1741,3040,setting:summer camp,2010-03-20 02:35:46
6592,1741,3044,murder,2007-04-28 21:54:43
6593,1741,3044,past lives,2007-08-13 02:30:56
6594,1741,3044,time,2007-05-12 19:37:10
6595,1741,3052,jay and silent bob,2007-08-12 12:47:50
6596,1741,3052,slackers,2007-04-29 00:58:44
6597,1741,3053,biographical,2007-08-16 22:50:55
6598,1741,3053,epic,2012-11-04 01:01:12
6599,1741,3053,rape,2009-05-01 01:21:35
6600,1741,3060,awesome soundtrack,2009-05-01 00:22:53
6601,1741,3060,infidelity,2007-04-15 02:36:52
6602,1741,3060,music,2007-06-20 01:19:01
6603,1741,3060,music:rhythm & blues,2009-05-01 00:22:47
6604,1741,3060,working class,2007-04-29 02:00:04
6605,1741,3061,Xmas theme,2007-06-18 00:00:36
6606,1741,3067,BFI modern classic,2007-04-21 17:49:05
6607,1741,3068,author:Barry Reed,2012-12-03 04:24:21
6608,1741,3068,courtroom drama,2007-05-05 13:36:52
6609,1741,3068,screenwriter:David Mamet,2012-12-03 04:24:21
6610,1741,3075,rape,2009-05-01 01:12:21
6611,1741,3077,7n Up (series),2008-03-27 17:48:35
6612,1741,3077,many interviews,2008-08-13 14:06:12
6613,1741,3079,adapted from:book,2007-08-16 22:44:36
6614,1741,3079,author:Jane Austen,2007-08-16 22:44:36
6615,1741,3081,Depp & Burton,2008-09-06 02:16:01
6616,1741,3081,ghosts/afterlife,2007-07-02 00:29:04
6617,1741,3082,007 (series),2008-03-27 17:42:55
6618,1741,3082,assassin,2008-11-17 18:06:45
6619,1741,3082,killer as protagonist,2008-11-17 18:06:45
6620,1741,3082,murder,2007-04-21 19:51:51
6621,1741,3087,Bechdel Test:Pass,2008-07-17 14:02:54
6622,1741,3087,Bill Murray movie with frozen dead person,2010-07-06 15:23:22
6623,1741,3087,death/fatality,2010-07-06 15:23:22
6624,1741,3087,feel good,2009-05-21 00:09:10
6625,1741,3087,Xmas theme,2007-06-17 23:47:38
6626,1741,3088,adapted from B'way,2007-04-21 20:14:38
6627,1741,3088,psychiatry,2007-04-21 16:04:54
6628,1741,3094,adapted from:book,2007-08-16 22:47:14
6629,1741,3094,author:E. M. Forster,2007-08-16 22:47:14
6630,1741,3095,adapted from:book,2007-07-08 14:41:51
6631,1741,3095,author:John Steinbeck,2012-09-02 16:18:52
6632,1741,3098,sport:baseball,2007-07-03 02:01:25
6633,1741,3098,sports competition,2007-07-21 20:17:48
6634,1741,3101,adultery,2007-07-18 01:34:48
6635,1741,3102,courtroom,2007-05-05 13:51:02
6636,1741,3102,lawyer as protagonist,2007-09-29 02:07:11
6637,1741,3102,murder,2007-05-05 13:51:02
6638,1741,3105,based on a true story,2007-04-28 23:31:05
6639,1741,3105,hospital,2007-04-28 23:36:40
6640,1741,3105,psychiatrist as protagonist,2009-05-01 00:12:06
6641,1741,3107,death/fatality,2010-07-13 02:33:49
6642,1741,3107,firefighting,2007-07-21 03:58:55
6643,1741,3107,notable:F/X:fire,2010-07-13 02:33:49
6644,1741,3108,Michael Jeter is great in this movie,2009-05-05 02:52:49
6645,1741,3108,murder,2009-06-12 14:30:37
6646,1741,3108,protagonist is radio personality,2009-06-12 14:29:58
6647,1741,3108,psychiatry,2007-04-21 16:04:10
6648,1741,3108,radio DJ,2007-06-25 00:05:33
6649,1741,3111,award:Oscar:screenplay,2009-07-28 12:56:06
6650,1741,3111,writer:Robert Benton,2009-07-28 12:56:06
6651,1741,3112,adapted from:play,2010-03-18 18:21:41
6652,1741,3112,disambiguation:Mother Night/Night Mother,2009-04-02 21:59:10
6653,1741,3112,playwright:Marsha Norman,2010-03-18 18:21:58
6654,1741,3114,Pixar animation,2007-07-08 22:45:23
6655,1741,3130,adapted from:book,2007-04-29 00:22:02
6656,1741,3134,prison escape,2009-06-05 01:16:59
6657,1741,3141,prequel to:The Two Jakes,2007-10-01 02:42:42
6658,1741,3141,sequel to:Chinatown,2007-04-21 16:59:23
6659,1741,3147,biographical(?),2007-08-31 21:33:59
6660,1741,3148,abortion,2007-06-09 00:19:04
6661,1741,3148,adapted from:book,2007-07-03 01:58:02
6662,1741,3148,author:John Irving,2007-07-03 01:58:02
6663,1741,3148,Incest,2009-05-20 21:59:42
6664,1741,3153,dragon,2013-05-07 18:55:33
6665,1741,3156,?android(s)/cyborg(s),2007-09-23 14:15:20
6666,1741,3156,adapted from:book,2009-08-31 00:49:49
6667,1741,3156,author:Isaac Asimov,2009-04-02 00:12:48
6668,1741,3159,classical music,2007-07-08 22:16:52
6669,1741,3159,Disney animated feature,2007-07-08 22:16:49
6670,1741,3168,murder,2007-07-03 01:52:59
6671,1741,3172,?adapted from:book,2007-07-08 15:13:36
6672,1741,3172,?author:Homer,2007-08-18 00:06:58
6673,1741,3174,biographical,2007-08-16 22:43:18
6674,1741,3174,topic:Andy Kaufman,2007-08-16 22:43:18
6675,1741,3175,actor as protagonist,2010-07-08 02:19:34
6676,1741,3175,Bechdel Test:Fail,2010-07-08 02:22:35
6677,1741,3175,death/fatality,2010-07-08 02:19:19
6678,1741,3175,parody,2009-05-01 00:30:46
6679,1741,3175,plot point:fantasy ship made real,2009-06-08 21:45:59
6680,1741,3175,satire,2010-07-08 02:19:08
6681,1741,3175,Star Trek,2009-05-01 00:30:56
6682,1741,3176,murder,2007-06-10 13:51:42
6683,1741,3176,serial killer,2009-06-08 22:35:55
6684,1741,3179,adapted from:book,2007-04-29 00:03:39
6685,1741,3179,author:Frank McCourt,2009-07-17 15:11:07
6686,1741,3179,Judaism,2009-05-01 00:11:06
6687,1741,3181,adapted from:play,2007-05-11 10:17:09
6688,1741,3181,playwright:Shakespeare,2008-11-16 19:47:47
6689,1741,3186,Bechdel Test:Pass,2008-10-11 02:27:51
6690,1741,3186,psychiatry,2007-04-21 16:05:45
6691,1741,3199,adapted from:play,2009-05-02 16:04:40
6692,1741,3204,cloning,2007-07-03 01:14:38
6693,1741,3204,Nazis,2007-04-29 00:24:08
6694,1741,3208,cameo:Bruce Willis,2007-07-18 00:11:41
6695,1741,3210,high school,2008-11-12 21:57:11
6696,1741,3210,slackers,2007-04-29 04:11:31
6697,1741,3213,adapted from:comic,2007-04-29 00:13:14
6698,1741,3213,alter ego,2007-05-14 21:04:31
6699,1741,3213,Batman (series),2009-05-01 00:13:12
6700,1741,3214,athletic apex,2007-04-29 00:02:22
6701,1741,3214,competition:biking,2010-03-15 15:42:12
6702,1741,3214,sport:bike racing,2007-06-10 13:21:22
6703,1741,3216,vampire,2007-08-13 01:42:03
6704,1741,3217,kuenstlerroman,2010-04-04 00:09:11
6705,1741,3221,adultery,2007-05-11 10:14:45
6706,1741,3221,murder,2007-05-11 10:14:45
6707,1741,3244,adapted from B'way,2007-04-21 20:15:05
6708,1741,3247,Bechdel Test:Pass,2009-05-05 02:50:31
6709,1741,3247,disguised as a nun,2009-05-05 02:50:31
6710,1741,3247,mobsters,2009-05-02 16:24:20
6711,1741,3247,nuns,2007-04-29 05:50:29
6712,1741,3247,setting:Casino,2009-05-02 16:24:20
6713,1741,3247,setting:Church,2009-05-02 16:24:20
6714,1741,3247,setting:convent,2009-05-02 16:24:20
6715,1741,3247,setting:Reno,2009-05-02 16:24:20
6716,1741,3247,setting:SF,2009-05-02 16:24:20
6717,1741,3248,highschool music teacher,2009-05-05 02:44:45
6718,1741,3248,inspiring teacher,2009-05-05 02:44:45
6719,1741,3248,mother-daughter relationship,2009-05-05 02:44:45
6720,1741,3248,music:gospel,2009-05-05 02:44:45
6721,1741,3248,music:soul,2009-05-05 02:44:45
6722,1741,3248,nuns,2007-04-29 05:50:41
6723,1741,3248,plot:mean man trying to close school run by nun,2009-05-05 02:44:45
6724,1741,3248,protagonist is teacher,2009-05-05 02:44:45
6725,1741,3248,setting:San Francisco,2009-05-05 02:54:25
6726,1741,3248,single parent,2009-05-05 02:44:45
6727,1741,3251,adapted from:play,2007-08-11 17:46:04
6728,1741,3253,Based on a TV show,2008-05-26 13:07:31
6729,1741,3253,Bechdel Test:Fail,2008-07-17 14:15:58
6730,1741,3253,SNL alums,2008-05-26 13:17:26
6731,1741,3254,Based on a TV show,2007-07-08 21:54:27
6732,1741,3254,SNL alums,2008-05-26 13:17:32
6733,1741,3255,sport:baseball,2007-08-12 13:41:46
6734,1741,3256,adapted from:book,2007-07-08 21:34:33
6735,1741,3256,author:Tom Clancy,2007-07-08 21:34:33
6736,1741,3256,character:Jack Ryan,2009-05-01 00:47:44
6737,1741,3260,adapted from:book,2007-08-12 15:17:14
6738,1741,3260,author:E. M. Forster?,2007-08-12 15:17:14
6739,1741,3262,murder,2007-09-30 00:28:33
6740,1741,3263,sport:basketball,2007-08-13 02:00:13
6741,1741,3264,parody (lite),2007-04-28 23:26:16
6742,1741,3266,dark comedy,2009-05-01 01:11:18
6743,1741,3266,rape,2009-05-01 01:11:26
6744,1741,3266,serial killer,2009-05-01 01:11:24
6745,1741,3267,violence,2009-05-20 21:28:44
6746,1741,3271,adapted from:book,2007-07-08 21:22:09
6747,1741,3271,author:John Steinbeck,2008-12-05 02:27:59
6748,1741,3271,mentally impared character,2008-12-05 02:28:16
6749,1741,3278,Bechdel Test:Pass,2008-07-17 13:59:17
6750,1741,3278,queer,2009-05-01 00:31:00
6751,1741,3287,Disney animated feature,2007-07-08 22:42:15
6752,1741,3287,series:Pooh,2007-07-02 23:26:43
6753,1741,3296,high school,2007-07-08 14:06:26
6754,1741,3296,protagonist is a teacher,2011-09-13 14:04:55
6755,1741,3301,assassin,2008-10-13 21:54:30
6756,1741,3301,killer-as-protagonist,2008-10-13 21:54:30
6757,1741,3301,murder,2008-10-13 21:54:30
6758,1741,3301,setting:Montreal,2009-05-01 01:03:53
6759,1741,3311,genre:western noir,2008-07-16 01:28:25
6760,1741,3334,adapted from:play,2012-05-20 04:31:52
6761,1741,3334,Bogart & Bacall,2009-05-01 00:38:52
6762,1741,3334,mafia,2012-05-20 04:16:41
6763,1741,3334,murder,2012-05-20 04:22:53
6764,1741,3334,natural disaster,2012-05-20 04:16:41
6765,1741,3334,nature of heroism,2012-05-20 04:37:02
